"Name","URL","FirstParagraph"
"http://www.greenboxmuseum.com/sa-mohammedfarea.html","NA",NA
"Mohammed Kamel","http://www.greenboxmuseum.com/sa-mohammedkamel.html","Mohammed Kamel (1989) used to sign his graffiti as 'Lion heart' by drawing a lion and a heart. The courage to do unusual things, is what is name stood for, but he didn't really need a name. His friends would recognize him for the quality of his work. An artist should convey a message, is what he told Saudi Gazette on winning a prize in 2009 at an organized event of 250 graffiti enthousiasts. Colour sprays only, is how Kamel defines graffiti even though he suggests a historical line back to hieroglyphics. His winning work was a window for an elderly man coming from the past to see - or should it be understand - the changes of his time."
"Muhamad Haider","http://www.greenboxmuseum.com/sa-muhamadhaider.html","Muhamad Haider is a painter from Jeddah and president of the Saudi House of Artists. His work can be seen in galleries on his personal website. There is also a list of selected group and solo exhibitions since 1999 both at home and abroad. The galleries on his website show a variety of approaches to the art of catching our eye, that the artist used over changing periods of time. In the first gallery are images of his early works which were made before 1999 when he was endeavouring to paint reality. Then his second gallery (1999-2001) is more interesting. While some Saudi artists seem to make this conscious decision to paint in an abstract style, it is evident from his work that Haider went to the Jeddah coastline and bathed his eyes in the chaotic behavior of waves that meet the shore. From this his painting may have turned to abstraction by a longing to join the swim. Great painters like William Turner would have given a nod of approval. But this avenue Haider did not pursue for long. In 2002 he turned into the desert with a style of slight abstraction with references to Saudi traditions and religion. What abstraction is there in an Arab horseguard, but for speed and what more abstraction is needed than the truth in an image of Kaaba? After 2005 Haider leaves this style again and comes up with a range of experiments. But he keeps with him his deconstruction of a traditional ornament. Have a look at the journey of the triangles in his paintings and how the black ones keep their distance and stick together.       "
"Nasser Al Maimoon","http://www.greenboxmuseum.com/sa-nasseralmaimoon.html","Nasser Al Maimoon is an initially self taught calligrapher born in Riyadh. He perfected his art by correspondence and travel. And perhaps by patience and effort. Having looked for teachers abroad in Turkey and Egypte - hence the flowery decoration, I presume - he also received training from Saudi calligrapher Abdullah Riza."
"Nasser ben Ibrahim Aldubaihi","http://www.greenboxmuseum.com/sa-nasserbenibrahimaldubaihi.html","Nasser ben Ibrahim Aldubaihi is a prolific painter of arabian horses, often in a dreamlike setting and with portraits of people. He has an exclusively arabic gallery on internet."
"Noha Al-Sharif's","http://www.greenboxmuseum.com/sa-nohaalsharif.html","Noha Al-Sharif's intentions are entirely pure when she expresses the power of prayer in her work. She is a sculptress from Jeddah and works at night on a rooftop platform. Her inspiration is Henry Moore, and very specific his sculpture group Three Piece Reclining Figure No. 1 (1961) about which she wrote a Masters thesis. In 2004 she graduated with a Bachelor's degree from the Jeddah College of Fine Arts."
"Noha Faoud Al-Ghalib","http://www.greenboxmuseum.com/sa-nohafaoudalghalib.html","Noha Faoud Al-Ghalib is a photographer from Jeddah. She is a member of the House of Photographers in Saudi Arabia and has had solo exhibitions in the Middle-East, Spain and France since 1999. She works in black and white and with a Polaroid Camera. The polaroid pictures she transfers to paper to which she adds watercolours."
"Noura Bouzo","http://www.greenboxmuseum.com/sa-nourabouzo.html","Noura Bouzo (1983) says her art is about the notion of not belonging, but it appears even more to be an effort to negotiate the terms of her desired homecoming. She may not be much different from the unlikely Polar man who returns from a desert journey bringing a well packed camel on to the ice. There is both danger and duality in such a venture. When the ice melts, all of home will drown with the camel. When the ice holds, the camel may freeze but the packs, they might be saved."
"Ola Hejazi","http://www.greenboxmuseum.com/sa-olahejazi.html","Ola Hejazi last listed education is that of soft ground etching at the Slade art school at University College of London in 2002, but credit should be given to the Saudi Art Centre in Jeddah where she first touched the oils in 1995. Hejazi, as is in the name, is a Saudi national, although born in Lebanon. She has a very adequate website and will share her appreciation of modern art and acclaimed female artists by posing with a Tate mug in front of photos of Frida Kahlo while using the colour orange to connect herself to both.Now looking at her galleries on line there are a number of sets to be seen, starting with her 'first exhibition' in 2001, which is like a blue group and then a year later there is a red group. Like the groups in the following years they seem to fit a scheme of abstraction and traditional symbols in which Hejazi was not the only one working in Saudi Arabia. Countries do have collective ideas about art. Judging from her online gallery from around 2006 the artist seems to express stronger opinions of her own design. There is more colour, more detail. And more tension, as can be seen in Missing Tattoo, the large (150 x 150 cm) painting illustrated here at the top, which works well on many levels of focus. The etching of the question mark measures only 10x10 cm and remember that Arabs read from right to left.Some of Hejazi's best paintings are part of a permanent collection by the name of Segia in Riyadh. One of them is convincingly red. (27 May 2010)."
"Raeda Ashour","http://www.greenboxmuseum.com/sa-raedaashour.html","Raeda Ashour (1958) is a member of the women's Saudiaat Art Group in Jeddah. Before returning to Saudi Arabia in 1991 she lived in Cairo where she worked in publishing. She has a BA in Middle East Studies from the American University of Cairo (1981). Having been a freelance artist for many years she joined workshops 'Geometry and pattern, adornment in islamic art' in 2006 and 2007 at The Prince's School of Traditional Arts in London. In 2007 she received a MA in arts education at Rushmore University."
